property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh,distance_to_school_km,distance_to_hospital_km,crime_index,road_quality
310,For Sale,Apartment,Kileleshwa,Nairobi,1,1,2,46,,2015,1,New,Semi-Furnished,0,0,1,0,1,0,1,5.0,upper_mid,37950000,0.5,0.8,3.0,4
313,For Sale,Apartment,Kileleshwa,Nairobi,4,3,0,172,,2009,7,Excellent,Unfurnished,1,0,0,1,1,0,1,5.0,upper_mid,42600000,0.5,0.8,3.0,4
318,For Sale,Maisonette,Kileleshwa,Nairobi,3,3,1,157,0.226,1996,0,Good,Furnished,1,0,0,1,0,1,1,5.0,upper_mid,45350000,0.5,0.8,3.0,4
319,For Sale,Apartment,Kileleshwa,Nairobi,2,1,2,106,,2024,13,Fair,Unfurnished,0,1,0,1,0,0,1,5.0,upper_mid,27450000,0.5,0.8,3.0,4
320,For Sale,Apartment,Kileleshwa,Nairobi,3,3,2,161,,2023,7,Good,Unfurnished,0,0,0,1,1,0,0,5.0,upper_mid,1500000,0.5,0.8,3.0,4
321,For Sale,Apartment,Kileleshwa,Nairobi,2,2,2,135,,2021,15,Fair,Unfurnished,0,0,1,1,1,0,1,5.0,upper_mid,25050000,0.5,0.8,3.0,4
322,For Sale,Apartment,Kileleshwa,Nairobi,1,1,1,75,,1990,0,New,Furnished,1,0,0,0,1,0,1,5.0,upper_mid,16850000,0.5,0.8,3.0,4
323,For Sale,Apartment,Kileleshwa,Nairobi,2,2,1,162,,2023,9,New,Unfurnished,1,1,1,1,0,0,1,5.0,upper_mid,30100000,0.5,0.8,3.0,4
324,For Sale,Apartment,Kileleshwa,Nairobi,3,2,2,109,,2003,4,Fair,Furnished,0,1,1,0,1,0,1,5.0,upper_mid,27200000,0.5,0.8,3.0,4
326,For Sale,Townhouse,Kileleshwa,Nairobi,3,2,2,170,,2015,0,Excellent,Furnished,1,0,0,1,1,0,1,5.0,upper_mid,25150000,0.5,0.8,3.0,4
327,For Sale,Apartment,Kileleshwa,Nairobi,3,3,1,197,,1997,7,New,Furnished,1,1,1,0,1,0,1,5.0,upper_mid,42750000,0.5,0.8,3.0,4
329,For Sale,Maisonette,Kileleshwa,Nairobi,4,3,2,236,0.502,2020,0,Good,Unfurnished,0,1,1,1,1,1,1,5.0,upper_mid,21450000,0.5,0.8,3.0,4
331,For Sale,Maisonette,Kileleshwa,Nairobi,3,3,2,141,0.327,2003,0,Good,Furnished,1,0,0,1,1,1,1,5.0,upper_mid,48850000,0.5,0.8,3.0,4
332,For Sale,Apartment,Kileleshwa,Nairobi,2,1,1,124,,2020,15,Excellent,Unfurnished,1,0,1,1,1,0,1,5.0,upper_mid,27200000,0.5,0.8,3.0,4
333,For Sale,Maisonette,Kileleshwa,Nairobi,4,4,2,112,0.523,2013,0,Excellent,Furnished,0,0,0,1,1,1,0,5.0,upper_mid,29450000,0.5,0.8,3.0,4
338,For Sale,Apartment,Kileleshwa,Nairobi,1,1,1,77,,2019,1,Excellent,Unfurnished,1,0,0,1,1,0,0,5.0,upper_mid,28050000,0.5,0.8,3.0,4
340,For Sale,Apartment,Kileleshwa,Nairobi,2,1,1,114,,2015,9,Excellent,Semi-Furnished,0,0,0,0,1,0,0,5.0,upper_mid,24600000,0.5,0.8,3.0,4
343,For Sale,Apartment,Kileleshwa,Nairobi,2,1,2,128,,2002,15,Excellent,Unfurnished,1,0,0,0,1,0,1,5.0,upper_mid,26050000,0.5,0.8,3.0,4
344,For Sale,Apartment,Kileleshwa,Nairobi,4,3,1,215,,2001,5,Excellent,Furnished,1,0,1,1,1,0,0,5.0,upper_mid,48350000,0.5,0.8,3.0,4
346,For Sale,Maisonette,Kileleshwa,Nairobi,4,3,2,190,0.423,1994,0,New,Unfurnished,1,0,1,0,1,1,1,5.0,upper_mid,42700000,0.5,0.8,3.0,4
347,For Sale,Maisonette,Kilimani,Nairobi,4,3,3,199,0.919,2012,0,Excellent,Unfurnished,0,0,0,1,0,1,1,5.0,upper_mid,22800000,0.4,0.7,2.9,5
348,For Sale,Townhouse,Kilimani,Nairobi,4,3,2,156,,1997,0,Excellent,Semi-Furnished,0,1,1,1,1,0,1,5.0,upper_mid,31100000,0.4,0.7,2.9,5
352,For Sale,Apartment,Kilimani,Nairobi,4,4,1,241,,1999,1,New,Unfurnished,0,0,1,1,1,0,1,5.0,upper_mid,28050000,0.4,0.7,2.9,5
356,For Sale,Townhouse,Kilimani,Nairobi,4,3,3,157,,1992,0,Excellent,Furnished,0,1,1,1,1,0,1,5.0,upper_mid,40100000,0.4,0.7,2.9,5
357,For Sale,Apartment,Kilimani,Nairobi,4,4,0,212,,2012,4,New,Unfurnished,1,0,1,1,1,0,1,5.0,upper_mid,30250000,0.4,0.7,2.9,5
362,For Sale,Apartment,Kilimani,Nairobi,1,1,1,82,,1998,2,New,Unfurnished,0,0,1,1,1,0,0,5.0,upper_mid,21350000,0.4,0.7,2.9,5
364,For Sale,Townhouse,Kilimani,Nairobi,3,3,1,155,,1998,0,New,Unfurnished,0,0,0,0,0,0,1,5.0,upper_mid,13050000,0.4,0.7,2.9,5
366,For Sale,Apartment,Kilimani,Nairobi,1,1,2,63,,1997,9,Excellent,Semi-Furnished,0,1,0,0,1,0,1,5.0,upper_mid,16100000,0.4,0.7,2.9,5
368,For Sale,Maisonette,Kilimani,Nairobi,3,2,1,155,0.544,2005,0,New,Semi-Furnished,0,0,0,0,0,1,0,5.0,upper_mid,23050000,0.4,0.7,2.9,5
372,For Sale,Maisonette,Kilimani,Nairobi,4,3,1,207,0.106,1999,0,Excellent,Unfurnished,0,0,0,0,1,1,1,5.0,upper_mid,26450000,0.4,0.7,2.9,5
374,For Sale,Apartment,Kiserian,Nairobi,2,2,1,139,,1997,1,New,Furnished,0,0,1,0,1,0,0,30.0,affordable,5700000,2.5,3.2,5.5,2
375,For Sale,Apartment,Kiserian,Nairobi,1,1,1,64,,2024,4,Good,Furnished,0,0,1,0,0,0,0,30.0,affordable,7200000,2.5,3.2,5.5,2
376,For Sale,Apartment,Kiserian,Nairobi,2,2,1,117,,2020,6,New,Furnished,0,0,1,0,1,0,0,30.0,affordable,3800000,2.5,3.2,5.5,2
380,For Sale,Townhouse,Kiserian,Nairobi,4,3,1,183,,2018,0,New,Unfurnished,0,0,1,0,0,0,0,30.0,affordable,8050000,2.5,3.2,5.5,2
381,For Sale,Apartment,Kiserian,Nairobi,3,2,0,164,,2012,4,New,Semi-Furnished,0,0,0,0,1,0,0,30.0,affordable,4400000,2.5,3.2,5.5,2
382,For Sale,Townhouse,Kiserian,Nairobi,2,1,1,113,,2006,0,Fair,Semi-Furnished,0,0,0,0,0,0,0,30.0,affordable,4800000,2.5,3.2,5.5,2
385,For Sale,Apartment,Kiserian,Nairobi,2,1,1,115,,2008,4,Good,Unfurnished,0,0,1,0,1,0,0,30.0,affordable,2900000,2.5,3.2,5.5,2
388,For Sale,Apartment,Kiserian,Nairobi,2,2,1,181,,1997,6,Excellent,Unfurnished,0,0,0,0,1,0,1,30.0,affordable,6700000,2.5,3.2,5.5,2
391,For Sale,Apartment,Kiserian,Nairobi,2,1,1,125,,2003,3,Excellent,Semi-Furnished,0,0,0,0,1,0,0,30.0,affordable,8100000,2.5,3.2,5.5,2
392,For Sale,Bungalow,Kiserian,Nairobi,2,1,1,76,0.221,1997,0,New,Semi-Furnished,0,0,1,0,1,1,0,30.0,affordable,6350000,2.5,3.2,5.5,2
393,For Sale,Townhouse,Kiserian,Nairobi,4,3,1,70,,1998,0,New,Furnished,0,0,1,0,1,0,0,30.0,affordable,8150000,2.5,3.2,5.5,2
394,For Sale,Apartment,Kiserian,Nairobi,3,2,2,163,,2003,6,Excellent,Unfurnished,0,0,1,0,1,0,1,30.0,affordable,8500000,2.5,3.2,5.5,2
395,For Sale,Apartment,Kiserian,Nairobi,2,1,2,104,,2002,7,New,Semi-Furnished,0,0,0,0,1,0,1,30.0,affordable,5700000,2.5,3.2,5.5,2
396,For Sale,Apartment,Kiserian,Nairobi,2,1,1,105,,2023,0,Good,Unfurnished,0,0,1,0,1,0,1,30.0,affordable,4900000,2.5,3.2,5.5,2
397,For Sale,Apartment,Kiserian,Nairobi,2,1,2,69,,2004,7,Fair,Furnished,0,0,1,0,0,0,0,30.0,affordable,4250000,2.5,3.2,5.5,2
398,For Sale,Apartment,Kiserian,Nairobi,3,2,2,121,,2018,5,New,Semi-Furnished,0,0,1,0,1,0,0,30.0,affordable,12350000,2.5,3.2,5.5,2
399,For Sale,Villa,Kitisuru,Nairobi,6,5,1,171,0.269,1996,0,Fair,Semi-Furnished,1,1,1,1,1,1,1,15.0,premium,42650000,1.0,1.5,2.7,4
401,For Sale,Maisonette,Kitisuru,Nairobi,3,2,3,174,1.501,2019,0,Excellent,Semi-Furnished,1,1,0,1,1,1,0,15.0,premium,34750000,1.0,1.5,2.7,4
402,For Sale,Villa,Kitisuru,Nairobi,4,4,2,146,0.537,2020,0,Excellent,Unfurnished,0,1,0,1,1,1,1,15.0,premium,63150000,1.0,1.5,2.7,4
403,For Sale,Maisonette,Kitisuru,Nairobi,3,2,1,97,0.173,2011,0,Excellent,Furnished,0,1,0,1,1,1,0,15.0,premium,72450000,1.0,1.5,2.7,4
404,For Sale,Maisonette,Kitisuru,Nairobi,5,4,3,193,1.455,2015,0,New,Unfurnished,0,1,1,1,0,1,1,15.0,premium,49100000,1.0,1.5,2.7,4
406,For Sale,Maisonette,Kitisuru,Nairobi,3,2,1,221,1.495,2009,0,New,Unfurnished,0,0,1,1,1,1,1,15.0,premium,81250000,1.0,1.5,2.7,4
411,For Sale,Bungalow,Kitisuru,Nairobi,4,3,1,188,0.465,2003,0,New,Furnished,1,0,1,0,1,1,1,15.0,premium,63250000,1.0,1.5,2.7,4
412,For Sale,Maisonette,Kitisuru,Nairobi,5,5,2,233,0.079,2008,0,New,Unfurnished,0,0,1,0,0,1,1,15.0,premium,67900000,1.0,1.5,2.7,4
414,For Sale,Villa,Kitisuru,Nairobi,5,5,3,234,0.251,2019,0,Excellent,Unfurnished,1,0,1,1,1,1,1,15.0,premium,32150000,1.0,1.5,2.7,4
415,For Sale,Maisonette,Kitisuru,Nairobi,5,4,3,214,1.435,1998,0,Excellent,Semi-Furnished,0,0,0,1,1,1,1,15.0,premium,69250000,1.0,1.5,2.7,4
416,For Sale,Villa,Kitisuru,Nairobi,4,4,3,241,1.02,2012,0,New,Unfurnished,0,1,0,1,1,1,1,15.0,premium,33950000,1.0,1.5,2.7,4
418,For Sale,Maisonette,Kitisuru,Nairobi,5,5,2,204,0.963,1990,0,Good,Unfurnished,1,0,1,1,1,1,1,15.0,premium,7450000,1.0,1.5,2.7,4
419,For Sale,Townhouse,Kitisuru,Nairobi,3,2,3,163,,1994,0,Excellent,Furnished,0,0,0,1,1,0,1,15.0,premium,63600000,1.0,1.5,2.7,4
422,For Sale,Villa,Kitisuru,Nairobi,5,5,2,229,0.554,2007,0,New,Furnished,1,1,0,1,1,1,1,15.0,premium,73800000,1.0,1.5,2.7,4
424,For Sale,Townhouse,Kitisuru,Nairobi,3,2,2,156,,2007,0,New,Semi-Furnished,0,1,0,1,1,0,1,15.0,premium,31900000,1.0,1.5,2.7,4
428,For Sale,Townhouse,Kitisuru,Nairobi,3,2,2,83,,2011,0,Excellent,Semi-Furnished,0,0,0,1,1,0,1,15.0,premium,55500000,1.0,1.5,2.7,4
430,For Sale,Townhouse,Langata,Nairobi,3,2,1,116,,2009,0,New,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,11050000,0.9,1.4,3.8,3
433,For Sale,Bungalow,Langata,Nairobi,3,2,2,96,0.182,1999,0,Good,Semi-Furnished,0,0,0,0,1,1,0,10.0,mid,18250000,0.9,1.4,3.8,3
435,For Sale,Bungalow,Langata,Nairobi,3,2,1,118,0.221,2020,0,Good,Unfurnished,0,0,1,0,1,1,0,10.0,mid,18500000,0.9,1.4,3.8,3
438,For Sale,Apartment,Langata,Nairobi,2,1,2,68,,2015,1,Excellent,Furnished,0,0,1,0,1,0,0,10.0,mid,22550000,0.9,1.4,3.8,3
442,For Sale,Apartment,Langata,Nairobi,2,1,0,107,,2007,6,Good,Unfurnished,0,0,1,0,0,0,0,10.0,mid,10650000,0.9,1.4,3.8,3
443,For Sale,Apartment,Langata,Nairobi,1,1,2,84,,2022,8,New,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,11950000,0.9,1.4,3.8,3
446,For Sale,Apartment,Langata,Nairobi,2,2,1,86,,2002,15,Fair,Furnished,0,0,1,0,1,0,0,10.0,mid,14500000,0.9,1.4,3.8,3
449,For Sale,Apartment,Langata,Nairobi,1,1,2,72,,2023,1,Good,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,11100000,0.9,1.4,3.8,3
450,For Sale,Townhouse,Langata,Nairobi,3,2,1,112,,2012,0,Fair,Unfurnished,0,0,0,0,1,0,0,10.0,mid,6400000,0.9,1.4,3.8,3
452,For Sale,Townhouse,Langata,Nairobi,5,5,3,189,,2003,0,Fair,Furnished,0,0,0,0,1,0,0,10.0,mid,12050000,0.9,1.4,3.8,3
454,For Sale,Apartment,Langata,Nairobi,2,1,0,124,,2014,13,Good,Furnished,0,0,0,0,1,0,0,10.0,mid,16700000,0.9,1.4,3.8,3
455,For Sale,Bungalow,Langata,Nairobi,3,2,3,108,0.173,1993,0,Good,Unfurnished,0,0,0,0,1,1,0,10.0,mid,22000000,0.9,1.4,3.8,3
456,For Sale,Apartment,Langata,Nairobi,1,1,1,116,,2001,4,Excellent,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,19050000,0.9,1.4,3.8,3
459,For Sale,Apartment,Langata,Nairobi,1,1,1,68,,1993,13,Fair,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,11450000,0.9,1.4,3.8,3
462,For Sale,Apartment,Langata,Nairobi,1,1,0,73,,1999,7,New,Unfurnished,0,0,0,0,0,0,0,10.0,mid,15600000,0.9,1.4,3.8,3
463,For Sale,Bungalow,Langata,Nairobi,4,4,3,137,0.181,2017,0,Good,Semi-Furnished,0,0,1,0,1,1,0,10.0,mid,18000000,0.9,1.4,3.8,3
464,For Sale,Townhouse,Langata,Nairobi,4,3,3,196,,2021,0,Excellent,Unfurnished,0,0,0,0,0,0,0,10.0,mid,13500000,0.9,1.4,3.8,3
465,For Sale,Apartment,Langata,Nairobi,3,3,2,124,,1994,11,New,Unfurnished,0,0,1,0,1,0,0,10.0,mid,20750000,0.9,1.4,3.8,3
466,For Sale,Apartment,Lavington,Nairobi,1,1,1,48,,2010,7,New,Unfurnished,0,1,1,0,1,0,1,5.5,upper_mid,37150000,0.4,0.7,2.6,5
467,For Sale,Apartment,Lavington,Nairobi,1,1,2,45,,2009,0,New,Unfurnished,1,1,0,0,0,0,1,5.5,upper_mid,32950000,0.4,0.7,2.6,5
468,For Sale,Apartment,Lavington,Nairobi,2,2,0,35,,1997,5,New,Semi-Furnished,0,1,1,1,0,0,1,5.5,upper_mid,41750000,0.4,0.7,2.6,5
472,For Sale,Apartment,Lavington,Nairobi,1,1,2,79,,2013,12,Excellent,Unfurnished,0,0,0,1,1,0,0,5.5,upper_mid,26000000,0.4,0.7,2.6,5
473,For Sale,Townhouse,Lavington,Nairobi,4,4,3,115,,1996,0,Excellent,Furnished,0,1,0,1,1,0,1,5.5,upper_mid,36150000,0.4,0.7,2.6,5
478,For Sale,Apartment,Lavington,Nairobi,1,1,1,70,,2023,0,Excellent,Unfurnished,0,1,0,1,1,0,1,5.5,upper_mid,51500000,0.4,0.7,2.6,5
480,For Sale,Maisonette,Lavington,Nairobi,4,4,3,179,0.262,2023,0,New,Semi-Furnished,0,0,0,0,1,1,1,5.5,upper_mid,68400000,0.4,0.7,2.6,5
489,For Sale,Townhouse,Lavington,Nairobi,4,4,2,195,,1994,0,Excellent,Furnished,1,1,0,1,1,0,1,5.5,upper_mid,63400000,0.4,0.7,2.6,5
492,For Sale,Apartment,Lavington,Nairobi,2,1,0,67,,2008,8,Excellent,Semi-Furnished,1,1,0,1,1,0,0,5.5,upper_mid,27300000,0.4,0.7,2.6,5
494,For Sale,Apartment,Lavington,Nairobi,4,3,1,128,,1995,0,New,Furnished,0,1,1,0,1,0,0,5.5,upper_mid,42550000,0.4,0.7,2.6,5
497,For Sale,Maisonette,Lavington,Nairobi,4,3,2,282,0.425,2010,0,New,Semi-Furnished,0,0,1,0,1,1,1,5.5,upper_mid,53000000,0.4,0.7,2.6,5
498,For Sale,Apartment,Lavington,Nairobi,2,1,1,76,,2011,11,Excellent,Unfurnished,0,1,0,1,1,0,1,5.5,upper_mid,16900000,0.4,0.7,2.6,5
499,For Sale,Apartment,Lavington,Nairobi,1,1,2,28,,2004,2,Good,Furnished,0,1,1,1,1,0,1,5.5,upper_mid,21800000,0.4,0.7,2.6,5
503,For Sale,Apartment,Lavington,Nairobi,4,3,0,212,,2008,1,New,Furnished,0,0,0,1,1,0,1,5.5,upper_mid,49800000,0.4,0.7,2.6,5
505,For Sale,Apartment,Lavington,Nairobi,2,1,2,114,,2005,11,Fair,Semi-Furnished,0,0,0,1,1,0,0,5.5,upper_mid,19000000,0.4,0.7,2.6,5
507,For Sale,Apartment,Lavington,Nairobi,2,1,0,77,,2015,11,Good,Semi-Furnished,0,1,0,1,1,0,1,5.5,upper_mid,33200000,0.4,0.7,2.6,5
509,For Sale,Maisonette,Muthaiga,Nairobi,4,3,3,165,0.525,2011,0,Excellent,Unfurnished,1,0,1,0,1,1,1,10.0,premium,107850000,0.8,1.2,2.5,5
510,For Sale,Bungalow,Muthaiga,Nairobi,3,3,3,104,1.497,2011,0,New,Unfurnished,0,1,0,0,1,1,1,10.0,premium,1500000,0.8,1.2,2.5,5
514,For Sale,Bungalow,Muthaiga,Nairobi,5,4,2,218,0.142,2006,0,New,Furnished,1,0,0,1,0,1,0,10.0,premium,87250000,0.8,1.2,2.5,5
515,For Sale,Townhouse,Muthaiga,Nairobi,3,2,2,123,,2023,0,Excellent,Unfurnished,0,1,0,1,1,0,1,10.0,premium,70650000,0.8,1.2,2.5,5
516,For Sale,Villa,Muthaiga,Nairobi,5,4,3,92,0.262,2020,0,New,Semi-Furnished,0,0,1,0,1,1,1,10.0,premium,118300000,0.8,1.2,2.5,5
517,For Sale,Villa,Muthaiga,Nairobi,6,5,1,260,0.229,2020,0,Excellent,Furnished,0,0,0,1,1,1,1,10.0,premium,129350000,0.8,1.2,2.5,5
519,For Sale,Bungalow,Muthaiga,Nairobi,4,4,3,82,0.335,2008,0,Excellent,Unfurnished,0,1,1,0,0,1,1,10.0,premium,78400000,0.8,1.2,2.5,5
520,For Sale,Townhouse,Muthaiga,Nairobi,3,2,2,141,,2000,0,Excellent,Furnished,0,1,1,1,1,0,0,10.0,premium,53050000,0.8,1.2,2.5,5
521,For Sale,Bungalow,Muthaiga,Nairobi,4,4,3,103,0.464,2023,0,New,Semi-Furnished,0,1,0,1,0,1,0,10.0,premium,75600000,0.8,1.2,2.5,5
522,For Sale,Townhouse,Muthaiga,Nairobi,5,4,3,223,,2011,0,New,Semi-Furnished,1,0,1,0,1,0,1,10.0,premium,49300000,0.8,1.2,2.5,5
523,For Sale,Bungalow,Muthaiga,Nairobi,4,4,2,142,0.478,1992,0,Good,Unfurnished,1,0,0,1,1,1,1,10.0,premium,17950000,0.8,1.2,2.5,5
524,For Sale,Villa,Muthaiga,Nairobi,5,4,3,265,0.527,1994,0,New,Unfurnished,1,0,1,0,0,1,0,10.0,premium,84850000,0.8,1.2,2.5,5
525,For Sale,Bungalow,Muthaiga,Nairobi,3,2,3,126,1.415,1995,0,Good,Unfurnished,1,0,1,0,1,1,1,10.0,premium,65800000,0.8,1.2,2.5,5
526,For Sale,Maisonette,Muthaiga,Nairobi,4,3,2,193,0.261,2007,0,Good,Unfurnished,0,0,0,0,1,1,0,10.0,premium,119050000,0.8,1.2,2.5,5
527,For Sale,Villa,Muthaiga,Nairobi,5,4,1,191,0.515,2022,0,New,Unfurnished,1,0,0,0,1,1,1,10.0,premium,126450000,0.8,1.2,2.5,5
530,For Sale,Bungalow,Muthaiga,Nairobi,4,3,2,181,0.525,2021,0,Excellent,Furnished,0,0,0,1,1,1,1,10.0,premium,29550000,0.8,1.2,2.5,5
534,For Sale,Bungalow,Muthaiga,Nairobi,3,3,2,118,0.54,1998,0,Excellent,Semi-Furnished,1,0,1,1,1,1,1,10.0,premium,45300000,0.8,1.2,2.5,5
536,For Sale,Villa,Muthaiga,Nairobi,5,4,3,137,0.241,2003,0,Good,Furnished,0,0,0,1,1,1,1,10.0,premium,116400000,0.8,1.2,2.5,5
537,For Sale,Townhouse,Muthaiga,Nairobi,4,4,3,241,,2006,0,Good,Furnished,0,1,0,1,0,0,0,10.0,premium,85700000,0.8,1.2,2.5,5
538,For Sale,Bungalow,Muthaiga,Nairobi,4,4,1,217,0.197,2010,0,Good,Furnished,0,1,1,1,1,1,0,10.0,premium,71650000,0.8,1.2,2.5,5
540,For Sale,Bungalow,Muthaiga,Nairobi,4,3,1,169,0.491,2020,0,Excellent,Unfurnished,0,0,1,0,0,1,1,10.0,premium,85400000,0.8,1.2,2.5,5
542,For Sale,Townhouse,Muthaiga,Nairobi,5,4,1,90,,2004,0,New,Furnished,0,0,0,1,1,0,0,10.0,premium,69850000,0.8,1.2,2.5,5
543,For Sale,Villa,Muthaiga,Nairobi,5,4,1,281,0.348,2007,0,New,Furnished,1,0,1,1,0,1,0,10.0,premium,109650000,0.8,1.2,2.5,5
544,For Sale,Bungalow,Ngong,Nairobi,4,3,2,141,1.0,2004,0,Excellent,Unfurnished,0,0,0,0,1,1,0,23.0,affordable,7050000,2.2,3.0,5.3,2
546,For Sale,Apartment,Ngong,Nairobi,2,1,0,85,,1996,5,Excellent,Furnished,0,0,1,0,1,0,0,23.0,affordable,6750000,2.2,3.0,5.3,2
547,For Sale,Bungalow,Ngong,Nairobi,3,2,2,146,0.178,2017,0,Fair,Unfurnished,0,0,0,0,1,1,1,23.0,affordable,7600000,2.2,3.0,5.3,2
548,For Sale,Bungalow,Ngong,Nairobi,3,2,2,74,0.345,2023,0,Excellent,Unfurnished,0,0,1,0,1,1,1,23.0,affordable,5850000,2.2,3.0,5.3,2
549,For Sale,Townhouse,Ngong,Nairobi,3,2,2,297,,2008,0,Fair,Semi-Furnished,0,0,1,0,0,0,0,23.0,affordable,11200000,2.2,3.0,5.3,2
552,For Sale,Bungalow,Ngong,Nairobi,3,2,1,156,0.475,1996,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,23.0,affordable,7850000,2.2,3.0,5.3,2
556,For Sale,Townhouse,Ngong,Nairobi,3,2,2,106,,1998,0,New,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,7100000,2.2,3.0,5.3,2
560,For Sale,Bungalow,Ngong,Nairobi,2,1,1,104,0.454,2016,0,Excellent,Unfurnished,0,0,1,0,1,1,0,23.0,affordable,7350000,2.2,3.0,5.3,2
561,For Sale,Bungalow,Ngong,Nairobi,1,1,2,67,0.15,2003,0,Good,Semi-Furnished,0,0,0,0,1,1,0,23.0,affordable,5250000,2.2,3.0,5.3,2
563,For Sale,Bungalow,Ngong,Nairobi,3,2,2,148,0.177,2006,0,Fair,Semi-Furnished,0,0,0,0,1,1,1,23.0,affordable,9100000,2.2,3.0,5.3,2
564,For Sale,Townhouse,Ngong,Nairobi,2,1,2,100,,2003,0,New,Semi-Furnished,0,0,1,0,1,0,1,23.0,affordable,4500000,2.2,3.0,5.3,2
565,For Sale,Townhouse,Ngong,Nairobi,1,1,2,48,,2008,0,Good,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,6450000,2.2,3.0,5.3,2
567,For Sale,Townhouse,Ngong,Nairobi,2,1,1,117,,2015,0,Good,Unfurnished,0,0,1,0,0,0,0,23.0,affordable,10350000,2.2,3.0,5.3,2
573,For Sale,Apartment,Parklands,Nairobi,3,2,1,150,,1993,2,Fair,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,19650000,0.6,0.9,3.5,4
576,For Sale,Apartment,Parklands,Nairobi,1,1,2,53,,2016,14,New,Unfurnished,0,0,1,0,1,0,0,4.0,mid,19050000,0.6,0.9,3.5,4
577,For Sale,Bungalow,Parklands,Nairobi,5,4,2,250,0.25,2023,0,Fair,Semi-Furnished,0,0,1,0,1,1,0,4.0,mid,28800000,0.6,0.9,3.5,4
578,For Sale,Bungalow,Parklands,Nairobi,4,3,2,198,0.122,2023,0,New,Unfurnished,0,0,1,0,1,1,0,4.0,mid,23950000,0.6,0.9,3.5,4
580,For Sale,Apartment,Parklands,Nairobi,1,1,2,77,,1998,13,Fair,Furnished,0,0,0,0,1,0,0,4.0,mid,10500000,0.6,0.9,3.5,4
582,For Sale,Apartment,Parklands,Nairobi,1,1,2,106,,2017,1,New,Semi-Furnished,0,0,0,0,1,0,0,4.0,mid,14200000,0.6,0.9,3.5,4
585,For Sale,Apartment,Parklands,Nairobi,2,1,0,98,,2006,5,Excellent,Furnished,0,0,0,0,1,0,0,4.0,mid,25100000,0.6,0.9,3.5,4
587,For Sale,Apartment,Parklands,Nairobi,2,1,2,109,,2024,4,Good,Semi-Furnished,0,0,1,0,0,0,0,4.0,mid,15550000,0.6,0.9,3.5,4
590,For Sale,Apartment,Parklands,Nairobi,2,1,1,119,,2016,6,Excellent,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,18450000,0.6,0.9,3.5,4
591,For Sale,Bungalow,Parklands,Nairobi,5,4,1,315,0.191,2016,0,Excellent,Unfurnished,0,0,0,0,1,1,0,4.0,mid,25550000,0.6,0.9,3.5,4
594,For Sale,Townhouse,Parklands,Nairobi,4,3,2,161,,2009,0,New,Furnished,0,0,0,0,1,0,0,4.0,mid,17800000,0.6,0.9,3.5,4
597,For Sale,Bungalow,Parklands,Nairobi,3,2,2,152,0.473,2002,0,Fair,Semi-Furnished,0,0,1,0,1,1,0,4.0,mid,9550000,0.6,0.9,3.5,4
599,For Sale,Townhouse,Parklands,Nairobi,3,3,2,151,,2009,0,Excellent,Unfurnished,0,0,0,0,1,0,0,4.0,mid,12900000,0.6,0.9,3.5,4
600,For Sale,Townhouse,Parklands,Nairobi,4,3,2,143,,2006,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,26650000,0.6,0.9,3.5,4
602,For Sale,Apartment,Parklands,Nairobi,1,1,0,67,,2006,5,Excellent,Furnished,0,0,0,0,1,0,0,4.0,mid,24750000,0.6,0.9,3.5,4
603,For Sale,Apartment,Parklands,Nairobi,4,4,0,197,,2017,2,Good,Semi-Furnished,0,0,0,0,1,0,0,4.0,mid,27150000,0.6,0.9,3.5,4
610,For Sale,Apartment,Parklands,Nairobi,2,2,2,61,,1993,6,Good,Semi-Furnished,0,0,0,0,1,0,0,4.0,mid,22600000,0.6,0.9,3.5,4
612,For Sale,Apartment,Parklands,Nairobi,4,3,1,167,,1994,15,Excellent,Semi-Furnished,0,0,0,0,1,0,0,4.0,mid,10000000,0.6,0.9,3.5,4
613,For Sale,Apartment,Parklands,Nairobi,2,2,1,85,,1998,3,Fair,Unfurnished,0,0,1,0,1,0,0,4.0,mid,13950000,0.6,0.9,3.5,4
614,For Sale,Apartment,Parklands,Nairobi,3,2,1,138,,2011,1,New,Furnished,0,0,1,0,1,0,0,4.0,mid,26100000,0.6,0.9,3.5,4
615,For Sale,Townhouse,Parklands,Nairobi,3,2,3,114,,2009,0,New,Furnished,0,0,0,0,0,0,0,4.0,mid,13000000,0.6,0.9,3.5,4
