property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh
360,For Rent,Townhouse,Kilimani,Nairobi,3,2,1,134,,2013,0,Good,Furnished,0,1,1,0,1,0,0,5.0,upper_mid,118000
361,For Rent,Apartment,Kilimani,Nairobi,3,2,2,183,,2009,15,Good,Semi-Furnished,0,0,0,0,1,0,1,5.0,upper_mid,118000
363,For Rent,Apartment,Kilimani,Nairobi,2,2,1,131,,2016,10,Good,Furnished,0,0,0,0,1,0,0,5.0,upper_mid,123000
365,For Rent,Apartment,Kilimani,Nairobi,2,1,1,69,,1991,2,New,Unfurnished,0,1,1,1,1,0,1,5.0,upper_mid,87000
367,For Rent,Apartment,Kilimani,Nairobi,2,2,2,75,,1998,14,Excellent,Unfurnished,1,0,1,1,1,0,1,5.0,upper_mid,80000
369,For Rent,Maisonette,Kilimani,Nairobi,3,3,1,206,1.488,1998,0,New,Unfurnished,0,1,0,1,1,1,1,5.0,upper_mid,100000
370,For Rent,Apartment,Kilimani,Nairobi,1,1,1,70,,1990,7,Fair,Furnished,1,0,0,0,1,0,1,5.0,upper_mid,94000
371,For Rent,Apartment,Kilimani,Nairobi,4,3,1,167,,2020,6,Good,Unfurnished,1,0,1,1,1,0,0,5.0,upper_mid,99000
373,For Rent,Maisonette,Kilimani,Nairobi,4,4,3,253,1.475,2009,0,Good,Semi-Furnished,1,0,0,0,0,1,1,5.0,upper_mid,97000
377,For Rent,Apartment,Kiserian,Nairobi,1,1,0,104,,2010,3,New,Unfurnished,0,0,1,0,1,0,0,30.0,affordable,28000
378,For Rent,Townhouse,Kiserian,Nairobi,1,1,2,77,,2006,0,New,Semi-Furnished,0,0,1,0,1,0,0,30.0,affordable,20000
379,For Rent,Apartment,Kiserian,Nairobi,1,1,2,54,,2023,3,Good,Furnished,0,0,0,0,0,0,0,30.0,affordable,35000
383,For Rent,Apartment,Kiserian,Nairobi,2,1,2,128,,2024,7,Fair,Furnished,0,0,0,0,1,0,0,30.0,affordable,29000
384,For Rent,Townhouse,Kiserian,Nairobi,4,3,2,145,,2020,0,Excellent,Unfurnished,0,0,0,0,1,0,0,30.0,affordable,24000
386,For Rent,Bungalow,Kiserian,Nairobi,4,3,2,240,0.997,2003,0,Fair,Furnished,0,0,1,0,1,1,0,30.0,affordable,40000
387,For Rent,Apartment,Kiserian,Nairobi,3,3,1,75,,2012,2,Excellent,Furnished,0,0,1,0,1,0,1,30.0,affordable,25000
389,For Rent,Apartment,Kiserian,Nairobi,2,1,1,113,,2017,3,Good,Semi-Furnished,0,0,0,0,1,0,0,30.0,affordable,17000
390,For Rent,Townhouse,Kiserian,Nairobi,1,1,2,32,,2014,0,Good,Semi-Furnished,0,0,1,0,1,0,0,30.0,affordable,20000
400,For Rent,Townhouse,Kitisuru,Nairobi,4,3,2,263,,2021,0,Excellent,Unfurnished,1,0,0,1,1,0,1,15.0,premium,172000
405,For Rent,Bungalow,Kitisuru,Nairobi,4,3,1,167,0.189,2013,0,Fair,Unfurnished,1,1,0,0,0,1,0,15.0,premium,191000
407,For Rent,Bungalow,Kitisuru,Nairobi,4,4,3,155,0.444,2011,0,Good,Unfurnished,1,0,0,1,1,1,0,15.0,premium,154000
408,For Rent,Maisonette,Kitisuru,Nairobi,3,2,2,127,1.528,2000,0,Fair,Unfurnished,0,1,0,1,1,1,1,15.0,premium,158000
409,For Rent,Bungalow,Kitisuru,Nairobi,5,4,3,195,0.096,1997,0,New,Furnished,0,1,1,1,1,1,0,15.0,premium,221000
410,For Rent,Bungalow,Kitisuru,Nairobi,5,4,2,207,0.962,2016,0,Excellent,Unfurnished,1,0,1,1,1,1,1,15.0,premium,261000
413,For Rent,Bungalow,Kitisuru,Nairobi,3,2,1,144,0.141,2009,0,New,Semi-Furnished,1,0,0,1,1,1,1,15.0,premium,192000
417,For Rent,Villa,Kitisuru,Nairobi,5,5,2,164,1.575,2013,0,Excellent,Unfurnished,0,1,0,1,0,1,0,15.0,premium,230000
420,For Rent,Villa,Kitisuru,Nairobi,5,4,2,302,0.247,2001,0,Excellent,Semi-Furnished,0,1,1,0,1,1,0,15.0,premium,224000
421,For Rent,Villa,Kitisuru,Nairobi,6,6,2,310,0.518,2005,0,New,Semi-Furnished,0,1,0,1,1,1,0,15.0,premium,285000
423,For Rent,Maisonette,Kitisuru,Nairobi,4,3,2,287,0.27,2008,0,New,Furnished,1,0,1,1,1,1,1,15.0,premium,239000
425,For Rent,Villa,Kitisuru,Nairobi,5,4,2,284,0.438,2016,0,Excellent,Semi-Furnished,0,0,1,1,0,1,1,15.0,premium,172000
426,For Rent,Townhouse,Kitisuru,Nairobi,3,2,2,156,,2007,0,Excellent,Furnished,0,1,1,0,1,0,1,15.0,premium,294000
427,For Rent,Townhouse,Kitisuru,Nairobi,4,3,2,114,,1991,0,New,Furnished,1,1,0,1,0,0,0,15.0,premium,245000
429,For Rent,Maisonette,Kitisuru,Nairobi,4,3,2,190,0.438,1995,0,Excellent,Unfurnished,1,0,0,1,1,1,1,15.0,premium,278000
431,For Rent,Apartment,Langata,Nairobi,3,3,2,75,,2002,11,Good,Unfurnished,0,0,0,0,1,0,0,10.0,mid,77000
432,For Rent,Apartment,Langata,Nairobi,2,1,1,94,,2009,9,New,Furnished,0,0,0,0,0,0,0,10.0,mid,50000
434,For Rent,Townhouse,Langata,Nairobi,3,3,1,105,,1994,0,Excellent,Unfurnished,0,0,1,0,1,0,0,10.0,mid,57000
436,For Rent,Bungalow,Langata,Nairobi,3,2,2,137,0.082,2007,0,New,Furnished,0,0,0,0,1,1,0,10.0,mid,78000
437,For Rent,Apartment,Langata,Nairobi,1,1,2,70,,2005,0,New,Furnished,0,0,0,0,1,0,0,10.0,mid,88000
439,For Rent,Apartment,Langata,Nairobi,2,1,2,99,,1995,3,New,Unfurnished,0,0,0,0,1,0,0,10.0,mid,83000
440,For Rent,Bungalow,Langata,Nairobi,3,3,3,116,1.529,2016,0,New,Semi-Furnished,0,0,1,0,1,1,0,10.0,mid,106000
441,For Rent,Apartment,Langata,Nairobi,1,1,1,82,,2024,9,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,56000
444,For Rent,Apartment,Langata,Nairobi,3,2,1,172,,2001,1,New,Unfurnished,0,0,0,0,1,0,0,10.0,mid,53000
445,For Rent,Bungalow,Langata,Nairobi,4,3,1,100,0.551,2007,0,New,Semi-Furnished,0,0,0,0,1,1,0,10.0,mid,138000
447,For Rent,Apartment,Langata,Nairobi,2,2,2,84,,2007,6,New,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,50000
448,For Rent,Apartment,Langata,Nairobi,2,2,1,131,,1994,4,Excellent,Unfurnished,0,0,1,0,1,0,0,10.0,mid,83000
451,For Rent,Bungalow,Langata,Nairobi,5,4,2,239,0.261,2009,0,New,Unfurnished,0,0,1,0,1,1,0,10.0,mid,69000
453,For Rent,Bungalow,Langata,Nairobi,4,3,2,144,1.518,2010,0,Excellent,Furnished,0,0,1,0,1,1,0,10.0,mid,67000
457,For Rent,Apartment,Langata,Nairobi,1,1,1,68,,2020,11,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,93000
458,For Rent,Townhouse,Langata,Nairobi,3,2,3,135,,1997,0,New,Unfurnished,0,0,0,0,1,0,0,10.0,mid,66000
460,For Rent,Apartment,Langata,Nairobi,1,1,1,55,,1994,10,New,Furnished,0,0,0,0,1,0,0,10.0,mid,64000
461,For Rent,Bungalow,Langata,Nairobi,3,3,2,124,1.064,2018,0,New,Semi-Furnished,0,0,1,0,1,1,0,10.0,mid,90000
469,For Rent,Apartment,Lavington,Nairobi,3,2,2,153,,1991,1,Excellent,Semi-Furnished,1,0,0,1,1,0,0,5.5,upper_mid,195000
470,For Rent,Apartment,Lavington,Nairobi,2,2,1,147,,1998,0,Good,Furnished,1,0,1,0,1,0,0,5.5,upper_mid,223000
471,For Rent,Apartment,Lavington,Nairobi,1,1,1,37,,2019,0,Good,Semi-Furnished,0,0,0,1,1,0,1,5.5,upper_mid,199000
474,For Rent,Townhouse,Lavington,Nairobi,5,4,3,208,,1998,0,Excellent,Furnished,0,1,1,1,1,0,1,5.5,upper_mid,235000
475,For Rent,Apartment,Lavington,Nairobi,4,3,2,178,,2017,10,Good,Semi-Furnished,0,0,0,0,1,0,1,5.5,upper_mid,156000
476,For Rent,Apartment,Lavington,Nairobi,1,1,2,64,,2008,5,Fair,Unfurnished,0,0,0,1,1,0,1,5.5,upper_mid,156000
477,For Rent,Apartment,Lavington,Nairobi,3,2,1,136,,2021,3,New,Semi-Furnished,0,1,0,1,1,0,0,5.5,upper_mid,183000
479,For Rent,Apartment,Lavington,Nairobi,2,1,2,130,,2002,9,Good,Unfurnished,0,1,0,1,1,0,0,5.5,upper_mid,119000
481,For Rent,Apartment,Lavington,Nairobi,4,4,1,161,,2022,7,Excellent,Semi-Furnished,0,0,1,1,1,0,0,5.5,upper_mid,199000
482,For Rent,Apartment,Lavington,Nairobi,1,1,1,49,,1999,3,Good,Furnished,1,1,1,1,1,0,1,5.5,upper_mid,151000
483,For Rent,Apartment,Lavington,Nairobi,2,1,2,118,,2011,8,Excellent,Semi-Furnished,0,1,1,1,1,0,1,5.5,upper_mid,167000
484,For Rent,Townhouse,Lavington,Nairobi,3,3,2,114,,2007,0,Excellent,Unfurnished,0,0,1,0,0,0,1,5.5,upper_mid,244000
485,For Rent,Apartment,Lavington,Nairobi,3,2,2,141,,2002,3,New,Semi-Furnished,0,0,1,1,1,0,1,5.5,upper_mid,245000
486,For Rent,Apartment,Lavington,Nairobi,3,2,1,141,,2014,7,New,Semi-Furnished,1,0,1,0,1,0,1,5.5,upper_mid,181000
487,For Rent,Maisonette,Lavington,Nairobi,5,4,2,157,0.228,2018,0,Good,Unfurnished,0,0,1,1,1,1,1,5.5,upper_mid,152000
488,For Rent,Apartment,Lavington,Nairobi,3,3,2,164,,2008,8,Excellent,Furnished,1,0,1,1,1,0,1,5.5,upper_mid,169000
490,For Rent,Townhouse,Lavington,Nairobi,4,4,2,129,,1990,0,Excellent,Unfurnished,1,0,0,1,1,0,1,5.5,upper_mid,199000
491,For Rent,Maisonette,Lavington,Nairobi,4,3,2,169,0.2,1998,0,Excellent,Unfurnished,1,1,1,1,0,1,1,5.5,upper_mid,157000
493,For Rent,Apartment,Lavington,Nairobi,1,1,2,77,,2014,3,Excellent,Semi-Furnished,1,0,1,1,1,0,1,5.5,upper_mid,152000
495,For Rent,Apartment,Lavington,Nairobi,1,1,1,62,,2008,15,Fair,Unfurnished,0,0,1,1,0,0,1,5.5,upper_mid,78000
496,For Rent,Apartment,Lavington,Nairobi,1,1,1,62,,2010,12,New,Semi-Furnished,1,0,0,1,1,0,1,5.5,upper_mid,131000
500,For Rent,Apartment,Lavington,Nairobi,3,2,2,173,,2000,6,Fair,Semi-Furnished,0,1,1,1,1,0,0,5.5,upper_mid,253000
501,For Rent,Apartment,Lavington,Nairobi,4,3,2,190,,2002,15,Good,Semi-Furnished,1,0,0,1,1,0,1,5.5,upper_mid,298000
502,For Rent,Townhouse,Lavington,Nairobi,5,4,2,156,,2009,0,Good,Furnished,1,1,0,0,1,0,1,5.5,upper_mid,210000
504,For Rent,Apartment,Lavington,Nairobi,1,1,1,56,,2000,6,Excellent,Unfurnished,1,0,1,0,0,0,1,5.5,upper_mid,98000
506,For Rent,Apartment,Lavington,Nairobi,2,2,2,117,,2016,12,Excellent,Unfurnished,1,0,0,1,1,0,1,5.5,upper_mid,142000
508,For Rent,Villa,Muthaiga,Nairobi,5,4,3,132,0.973,1996,0,Good,Furnished,1,1,0,1,1,1,0,10.0,premium,401000
511,For Rent,Villa,Muthaiga,Nairobi,5,5,1,239,0.204,1993,0,Excellent,Semi-Furnished,0,0,0,0,1,1,1,10.0,premium,247000
512,For Rent,Townhouse,Muthaiga,Nairobi,4,4,1,164,,2022,0,Excellent,Semi-Furnished,1,1,0,1,1,0,1,10.0,premium,262000
513,For Rent,Maisonette,Muthaiga,Nairobi,4,3,1,65,0.085,2017,0,Good,Unfurnished,1,0,0,1,1,1,1,10.0,premium,343000
518,For Rent,Bungalow,Muthaiga,Nairobi,5,4,2,204,1.01,2019,0,Fair,Unfurnished,1,1,0,1,0,1,1,10.0,premium,313000
528,For Rent,Villa,Muthaiga,Nairobi,6,5,1,284,1.033,2020,0,New,Semi-Furnished,0,0,1,0,1,1,1,10.0,premium,498000
529,For Rent,Bungalow,Muthaiga,Nairobi,5,4,3,260,0.978,2016,0,New,Furnished,0,1,1,1,0,1,0,10.0,premium,515000
531,For Rent,Bungalow,Muthaiga,Nairobi,4,3,3,171,0.285,2010,0,New,Furnished,0,0,1,1,1,1,1,10.0,premium,381000
532,For Rent,Townhouse,Muthaiga,Nairobi,5,4,3,241,,2022,0,Fair,Semi-Furnished,1,0,1,1,0,0,0,10.0,premium,328000
533,For Rent,Townhouse,Muthaiga,Nairobi,4,3,3,180,,2021,0,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,premium,501000
535,For Rent,Townhouse,Muthaiga,Nairobi,4,4,2,218,,2024,0,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,premium,232000
539,For Rent,Maisonette,Muthaiga,Nairobi,4,4,2,241,1.567,1995,0,Fair,Furnished,1,1,1,1,1,1,1,10.0,premium,243000
541,For Rent,Bungalow,Muthaiga,Nairobi,3,3,3,153,0.527,2014,0,New,Unfurnished,1,1,0,0,1,1,1,10.0,premium,257000
545,For Rent,Bungalow,Ngong,Nairobi,1,1,2,50,0.267,2015,0,Excellent,Unfurnished,0,0,1,0,1,1,1,23.0,affordable,16000
550,For Rent,Apartment,Ngong,Nairobi,4,3,1,138,,2005,2,New,Semi-Furnished,0,0,0,0,1,0,0,23.0,affordable,34000
551,For Rent,Townhouse,Ngong,Nairobi,1,1,2,72,,2024,0,New,Semi-Furnished,0,0,0,0,1,0,1,23.0,affordable,41000
553,For Rent,Apartment,Ngong,Nairobi,2,1,1,97,,2004,4,Fair,Semi-Furnished,0,0,0,0,1,0,1,23.0,affordable,30000
554,For Rent,Apartment,Ngong,Nairobi,4,3,2,200,,2019,7,Good,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,45000
555,For Rent,Townhouse,Ngong,Nairobi,1,1,2,75,,2017,0,Excellent,Semi-Furnished,0,0,0,0,0,0,0,23.0,affordable,19000
557,For Rent,Townhouse,Ngong,Nairobi,2,1,2,102,,2016,0,Good,Unfurnished,0,0,1,0,1,0,1,23.0,affordable,23000
558,For Rent,Apartment,Ngong,Nairobi,4,4,1,203,,2023,0,Fair,Unfurnished,0,0,0,0,1,0,0,23.0,affordable,27000
559,For Rent,Apartment,Ngong,Nairobi,3,2,2,114,,2017,3,Good,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,23000
562,For Rent,Apartment,Ngong,Nairobi,3,2,1,121,,2020,1,Excellent,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,24000
566,For Rent,Townhouse,Ngong,Nairobi,3,2,2,142,,2000,0,New,Unfurnished,0,0,0,0,1,0,0,23.0,affordable,22000
568,For Rent,Bungalow,Ngong,Nairobi,1,1,1,40,0.147,2021,0,New,Unfurnished,0,0,1,0,0,1,0,23.0,affordable,23000
569,For Rent,Apartment,Parklands,Nairobi,1,1,2,33,,2006,15,New,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,53000
570,For Rent,Bungalow,Parklands,Nairobi,4,3,2,202,0.211,1997,0,New,Semi-Furnished,0,0,0,0,1,1,0,4.0,mid,99000
571,For Rent,Apartment,Parklands,Nairobi,1,1,1,83,,2023,9,Fair,Furnished,0,0,1,0,1,0,0,4.0,mid,88000
572,For Rent,Apartment,Parklands,Nairobi,2,1,2,73,,1992,0,Good,Unfurnished,0,0,1,0,1,0,0,4.0,mid,66000
574,For Rent,Townhouse,Parklands,Nairobi,3,3,2,100,,2011,0,New,Furnished,0,0,1,0,1,0,0,4.0,mid,99000
575,For Rent,Apartment,Parklands,Nairobi,2,2,1,84,,2002,1,Good,Furnished,0,0,0,0,0,0,0,4.0,mid,91000
579,For Rent,Townhouse,Parklands,Nairobi,3,2,3,82,,1990,0,New,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,111000
581,For Rent,Apartment,Parklands,Nairobi,1,1,1,64,,2007,13,Fair,Unfurnished,0,0,1,0,1,0,0,4.0,mid,84000
583,For Rent,Townhouse,Parklands,Nairobi,4,3,1,217,,2009,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,127000
584,For Rent,Bungalow,Parklands,Nairobi,3,2,3,133,0.512,2011,0,New,Furnished,0,0,0,0,1,1,0,4.0,mid,99000
586,For Rent,Apartment,Parklands,Nairobi,1,1,2,68,,2017,13,Excellent,Furnished,0,0,0,0,0,0,0,4.0,mid,72000
588,For Rent,Apartment,Parklands,Nairobi,1,1,2,72,,2022,11,Excellent,Unfurnished,0,0,0,0,1,0,0,4.0,mid,91000
589,For Rent,Apartment,Parklands,Nairobi,2,1,1,118,,1990,15,Excellent,Semi-Furnished,0,0,0,0,1,0,0,4.0,mid,86000
592,For Rent,Bungalow,Parklands,Nairobi,3,2,2,98,0.392,1999,0,Good,Furnished,0,0,1,0,1,1,0,4.0,mid,116000
593,For Rent,Apartment,Parklands,Nairobi,1,1,2,50,,2014,6,Excellent,Furnished,0,0,0,0,1,0,0,4.0,mid,83000
595,For Rent,Townhouse,Parklands,Nairobi,5,4,3,162,,1996,0,Good,Furnished,0,0,1,0,1,0,0,4.0,mid,92000
596,For Rent,Townhouse,Parklands,Nairobi,3,2,1,205,,2007,0,New,Unfurnished,0,0,1,0,1,0,0,4.0,mid,115000
598,For Rent,Apartment,Parklands,Nairobi,3,2,1,126,,2002,8,Excellent,Furnished,0,0,1,0,1,0,0,4.0,mid,107000
601,For Rent,Apartment,Parklands,Nairobi,2,2,1,98,,1993,10,Excellent,Semi-Furnished,0,0,0,0,1,0,0,4.0,mid,98000
604,For Rent,Apartment,Parklands,Nairobi,4,3,2,191,,2022,13,New,Unfurnished,0,0,0,0,1,0,0,4.0,mid,101000
605,For Rent,Bungalow,Parklands,Nairobi,3,3,2,128,0.494,2010,0,Excellent,Furnished,0,0,1,0,1,1,0,4.0,mid,56000
606,For Rent,Townhouse,Parklands,Nairobi,4,3,3,164,,2016,0,Excellent,Unfurnished,0,0,1,0,1,0,0,4.0,mid,115000
607,For Rent,Townhouse,Parklands,Nairobi,3,2,3,104,,2007,0,Excellent,Furnished,0,0,0,0,1,0,0,4.0,mid,39000
608,For Rent,Bungalow,Parklands,Nairobi,5,4,2,229,1.025,2005,0,Good,Unfurnished,0,0,1,0,0,1,0,4.0,mid,132000
609,For Rent,Bungalow,Parklands,Nairobi,3,2,2,97,0.262,2020,0,Good,Semi-Furnished,0,0,1,0,1,1,0,4.0,mid,109000
611,For Rent,Bungalow,Parklands,Nairobi,4,4,1,141,0.127,1992,0,Good,Semi-Furnished,0,0,0,0,1,1,0,4.0,mid,77000
616,For Rent,Townhouse,Parklands,Nairobi,3,2,2,123,,2023,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,4.0,mid,135000
618,For Rent,Bedsitter,Rongai,Nairobi,0,1,0,18,,2002,1,New,Semi-Furnished,0,0,1,0,0,0,0,23.0,affordable,9500
619,For Rent,Studio,Rongai,Nairobi,0,1,0,27,,2012,2,Excellent,Furnished,0,0,1,0,1,0,0,23.0,affordable,9500
620,For Rent,Studio,Rongai,Nairobi,0,1,0,20,,2022,0,New,Furnished,0,0,0,0,1,0,0,23.0,affordable,7000
621,For Rent,Studio,Rongai,Nairobi,0,1,0,25,,2013,1,New,Semi-Furnished,0,0,0,0,1,0,0,23.0,affordable,9500
622,For Rent,Single Room,Rongai,Nairobi,0,1,0,22,,2014,1,Excellent,Furnished,0,0,1,0,1,0,0,23.0,affordable,8000
623,For Rent,Single Room,Rongai,Nairobi,0,1,0,16,,2015,4,Good,Semi-Furnished,0,0,1,0,0,0,0,23.0,affordable,9500
624,For Rent,Single Room,Rongai,Nairobi,0,1,0,13,,2009,2,Good,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,7000
625,For Rent,Single Room,Rongai,Nairobi,0,1,0,14,,2003,2,Excellent,Semi-Furnished,0,0,0,0,1,0,0,23.0,affordable,5500
626,For Rent,Single Room,Rongai,Nairobi,0,1,0,13,,2023,2,Fair,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,9000
627,For Rent,Bedsitter,Rongai,Nairobi,0,1,0,13,,2015,2,Excellent,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,6500
628,For Rent,Single Room,Rongai,Nairobi,0,1,0,18,,2005,4,Good,Unfurnished,0,0,0,0,1,0,0,23.0,affordable,7000
629,For Rent,Single Room,Rongai,Nairobi,0,1,0,12,,2003,4,Good,Furnished,0,0,1,0,1,0,0,23.0,affordable,9000
630,For Rent,Bedsitter,Rongai,Nairobi,0,1,0,25,,2006,4,New,Unfurnished,0,0,0,0,1,0,0,23.0,affordable,8000
631,For Rent,Studio,Rongai,Nairobi,0,1,0,18,,2014,2,Good,Furnished,0,0,1,0,1,0,0,23.0,affordable,9500
632,For Rent,Single Room,Rongai,Nairobi,0,1,0,14,,2013,1,New,Semi-Furnished,0,0,0,0,0,0,0,23.0,affordable,9000
633,For Rent,Studio,Rongai,Nairobi,0,1,0,20,,2001,4,Good,Semi-Furnished,0,0,0,0,1,0,0,23.0,affordable,4500
635,For Rent,Townhouse,Rongai,Nairobi,3,2,1,144,,1998,0,New,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,35000
636,For Rent,Apartment,Rongai,Nairobi,1,1,1,59,,2003,0,Fair,Unfurnished,0,0,0,0,0,0,1,23.0,affordable,27000
638,For Rent,Apartment,Rongai,Nairobi,2,1,1,141,,1995,2,Fair,Semi-Furnished,0,0,1,0,0,0,0,23.0,affordable,23000
639,For Rent,Townhouse,Rongai,Nairobi,4,3,2,241,,2005,0,Excellent,Semi-Furnished,0,0,1,0,1,0,1,23.0,affordable,20000
644,For Rent,Townhouse,Rongai,Nairobi,2,2,2,96,,2004,0,Excellent,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,32000
645,For Rent,Townhouse,Rongai,Nairobi,2,2,1,107,,1999,0,Excellent,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,29000
646,For Rent,Bungalow,Rongai,Nairobi,2,1,2,91,0.573,2008,0,New,Unfurnished,0,0,0,0,1,1,0,23.0,affordable,32000
648,For Rent,Townhouse,Rongai,Nairobi,4,3,1,187,,1997,0,New,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,50000
649,For Rent,Apartment,Rongai,Nairobi,2,1,2,130,,2020,7,Fair,Unfurnished,0,0,0,0,1,0,1,23.0,affordable,33000
650,For Rent,Bungalow,Rongai,Nairobi,3,2,2,89,0.54,2009,0,New,Semi-Furnished,0,0,0,0,1,1,0,23.0,affordable,22000
651,For Rent,Bungalow,Rongai,Nairobi,3,2,2,96,0.093,2003,0,Excellent,Furnished,0,0,1,0,1,1,0,23.0,affordable,32000
652,For Rent,Apartment,Rongai,Nairobi,3,2,1,165,,2019,6,New,Unfurnished,0,0,0,0,1,0,0,23.0,affordable,37000
653,For Rent,Apartment,Rongai,Nairobi,3,3,1,156,,2005,2,New,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,27000
655,For Rent,Bungalow,Rongai,Nairobi,2,1,1,87,0.972,2012,0,New,Furnished,0,0,1,0,1,1,0,23.0,affordable,27000
658,For Rent,Apartment,Roysambu,Nairobi,1,1,2,74,,2019,4,Excellent,Semi-Furnished,0,0,0,0,1,0,0,11.0,affordable,26000
659,For Rent,Studio,Roysambu,Nairobi,0,1,2,35,,2000,2,Fair,Unfurnished,0,0,1,0,1,0,0,11.0,affordable,30000
660,For Rent,Bungalow,Roysambu,Nairobi,5,4,3,255,1.476,2005,0,Excellent,Furnished,0,0,0,0,1,1,0,11.0,affordable,45000
663,For Rent,Apartment,Roysambu,Nairobi,2,2,2,153,,2001,13,New,Semi-Furnished,0,0,0,0,1,0,0,11.0,affordable,17000
664,For Rent,Bungalow,Roysambu,Nairobi,3,2,2,168,1.032,2021,0,Excellent,Furnished,0,0,0,0,1,1,0,11.0,affordable,53000
667,For Rent,Apartment,Roysambu,Nairobi,1,1,1,69,,2013,8,Good,Semi-Furnished,0,0,0,0,1,0,0,11.0,affordable,26000
668,For Rent,Apartment,Roysambu,Nairobi,2,1,2,112,,2006,15,New,Furnished,0,0,1,0,1,0,0,11.0,affordable,38000
672,For Rent,Studio,Roysambu,Nairobi,0,1,0,50,,2012,4,Excellent,Furnished,0,0,1,0,1,0,0,11.0,affordable,32000
674,For Rent,Apartment,Roysambu,Nairobi,3,2,2,183,,2021,4,New,Furnished,0,0,0,0,1,0,0,11.0,affordable,34000
675,For Rent,Apartment,Roysambu,Nairobi,3,2,1,173,,2018,1,Good,Unfurnished,0,0,0,0,1,0,0,11.0,affordable,36000
676,For Rent,Apartment,Roysambu,Nairobi,4,3,1,163,,2020,0,Excellent,Furnished,0,0,1,0,1,0,0,11.0,affordable,53000
677,For Rent,Apartment,Roysambu,Nairobi,2,1,1,75,,2024,15,Excellent,Unfurnished,0,0,0,0,0,0,0,11.0,affordable,22000
679,For Rent,Apartment,Roysambu,Nairobi,2,2,1,96,,1990,1,Good,Semi-Furnished,0,0,0,0,0,0,0,11.0,affordable,33000
681,For Rent,Bungalow,Roysambu,Nairobi,3,3,2,130,0.227,2020,0,Excellent,Unfurnished,0,0,0,0,0,1,0,11.0,affordable,20000
682,For Rent,Apartment,Roysambu,Nairobi,3,2,1,243,,2015,9,New,Unfurnished,0,0,1,0,0,0,0,11.0,affordable,35000
683,For Rent,Apartment,Roysambu,Nairobi,2,1,1,85,,2024,8,Excellent,Semi-Furnished,0,0,0,0,1,0,0,11.0,affordable,44000
684,For Rent,Apartment,Roysambu,Nairobi,1,1,1,95,,2006,15,New,Semi-Furnished,0,0,1,0,1,0,0,11.0,affordable,28000
692,For Rent,Apartment,Roysambu,Nairobi,4,3,1,148,,2001,6,Excellent,Furnished,0,0,0,0,1,0,0,11.0,affordable,41000
693,For Rent,Apartment,Roysambu,Nairobi,2,2,1,142,,2022,8,Excellent,Unfurnished,0,0,1,0,1,0,0,11.0,affordable,30000
694,For Rent,Apartment,Roysambu,Nairobi,2,2,1,84,,2001,3,New,Unfurnished,0,0,1,0,1,0,0,11.0,affordable,36000
695,For Rent,Apartment,Roysambu,Nairobi,2,1,2,80,,1997,14,Excellent,Semi-Furnished,0,0,0,0,1,0,0,11.0,affordable,26000
697,For Rent,Apartment,Roysambu,Nairobi,1,1,1,53,,2006,14,Good,Furnished,0,0,0,0,0,0,0,11.0,affordable,34000
698,For Rent,Apartment,Roysambu,Nairobi,2,2,0,94,,2012,1,Fair,Unfurnished,0,0,0,0,1,0,0,11.0,affordable,30000
699,For Rent,Apartment,Roysambu,Nairobi,2,2,1,85,,2012,4,Good,Furnished,0,0,0,0,1,0,0,11.0,affordable,16000
700,For Rent,Studio,Roysambu,Nairobi,0,1,1,36,,1998,6,New,Semi-Furnished,0,0,0,0,1,0,0,11.0,affordable,27000
701,For Rent,Apartment,Roysambu,Nairobi,1,1,0,71,,2013,9,Excellent,Unfurnished,0,0,1,0,0,0,0,11.0,affordable,16000
703,For Rent,Apartment,Ruaka,Nairobi,3,2,1,162,,2016,3,Excellent,Unfurnished,0,0,0,0,1,0,0,16.0,mid,34000
