property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh,distance_to_school_km,distance_to_hospital_km,crime_index,road_quality
405,For Rent,Bungalow,Kitisuru,Nairobi,4,3,1,167,0.189,2013,0,Fair,Unfurnished,1,1,0,0,0,1,0,15.0,premium,191000,1.0,1.5,2.7,4
406,For Sale,Maisonette,Kitisuru,Nairobi,3,2,1,221,1.495,2009,0,New,Unfurnished,0,0,1,1,1,1,1,15.0,premium,81250000,1.0,1.5,2.7,4
407,For Rent,Bungalow,Kitisuru,Nairobi,4,4,3,155,0.444,2011,0,Good,Unfurnished,1,0,0,1,1,1,0,15.0,premium,154000,1.0,1.5,2.7,4
408,For Rent,Maisonette,Kitisuru,Nairobi,3,2,2,127,1.528,2000,0,Fair,Unfurnished,0,1,0,1,1,1,1,15.0,premium,158000,1.0,1.5,2.7,4
409,For Rent,Bungalow,Kitisuru,Nairobi,5,4,3,195,0.096,1997,0,New,Furnished,0,1,1,1,1,1,0,15.0,premium,221000,1.0,1.5,2.7,4
410,For Rent,Bungalow,Kitisuru,Nairobi,5,4,2,207,0.962,2016,0,Excellent,Unfurnished,1,0,1,1,1,1,1,15.0,premium,261000,1.0,1.5,2.7,4
411,For Sale,Bungalow,Kitisuru,Nairobi,4,3,1,188,0.465,2003,0,New,Furnished,1,0,1,0,1,1,1,15.0,premium,63250000,1.0,1.5,2.7,4
412,For Sale,Maisonette,Kitisuru,Nairobi,5,5,2,233,0.079,2008,0,New,Unfurnished,0,0,1,0,0,1,1,15.0,premium,67900000,1.0,1.5,2.7,4
413,For Rent,Bungalow,Kitisuru,Nairobi,3,2,1,144,0.141,2009,0,New,Semi-Furnished,1,0,0,1,1,1,1,15.0,premium,192000,1.0,1.5,2.7,4
414,For Sale,Villa,Kitisuru,Nairobi,5,5,3,234,0.251,2019,0,Excellent,Unfurnished,1,0,1,1,1,1,1,15.0,premium,32150000,1.0,1.5,2.7,4
415,For Sale,Maisonette,Kitisuru,Nairobi,5,4,3,214,1.435,1998,0,Excellent,Semi-Furnished,0,0,0,1,1,1,1,15.0,premium,69250000,1.0,1.5,2.7,4
416,For Sale,Villa,Kitisuru,Nairobi,4,4,3,241,1.02,2012,0,New,Unfurnished,0,1,0,1,1,1,1,15.0,premium,33950000,1.0,1.5,2.7,4
417,For Rent,Villa,Kitisuru,Nairobi,5,5,2,164,1.575,2013,0,Excellent,Unfurnished,0,1,0,1,0,1,0,15.0,premium,230000,1.0,1.5,2.7,4
418,For Sale,Maisonette,Kitisuru,Nairobi,5,5,2,204,0.963,1990,0,Good,Unfurnished,1,0,1,1,1,1,1,15.0,premium,7450000,1.0,1.5,2.7,4
419,For Sale,Townhouse,Kitisuru,Nairobi,3,2,3,163,,1994,0,Excellent,Furnished,0,0,0,1,1,0,1,15.0,premium,63600000,1.0,1.5,2.7,4
420,For Rent,Villa,Kitisuru,Nairobi,5,4,2,302,0.247,2001,0,Excellent,Semi-Furnished,0,1,1,0,1,1,0,15.0,premium,224000,1.0,1.5,2.7,4
421,For Rent,Villa,Kitisuru,Nairobi,6,6,2,310,0.518,2005,0,New,Semi-Furnished,0,1,0,1,1,1,0,15.0,premium,285000,1.0,1.5,2.7,4
422,For Sale,Villa,Kitisuru,Nairobi,5,5,2,229,0.554,2007,0,New,Furnished,1,1,0,1,1,1,1,15.0,premium,73800000,1.0,1.5,2.7,4
423,For Rent,Maisonette,Kitisuru,Nairobi,4,3,2,287,0.27,2008,0,New,Furnished,1,0,1,1,1,1,1,15.0,premium,239000,1.0,1.5,2.7,4
424,For Sale,Townhouse,Kitisuru,Nairobi,3,2,2,156,,2007,0,New,Semi-Furnished,0,1,0,1,1,0,1,15.0,premium,31900000,1.0,1.5,2.7,4
425,For Rent,Villa,Kitisuru,Nairobi,5,4,2,284,0.438,2016,0,Excellent,Semi-Furnished,0,0,1,1,0,1,1,15.0,premium,172000,1.0,1.5,2.7,4
426,For Rent,Townhouse,Kitisuru,Nairobi,3,2,2,156,,2007,0,Excellent,Furnished,0,1,1,0,1,0,1,15.0,premium,294000,1.0,1.5,2.7,4
427,For Rent,Townhouse,Kitisuru,Nairobi,4,3,2,114,,1991,0,New,Furnished,1,1,0,1,0,0,0,15.0,premium,245000,1.0,1.5,2.7,4
428,For Sale,Townhouse,Kitisuru,Nairobi,3,2,2,83,,2011,0,Excellent,Semi-Furnished,0,0,0,1,1,0,1,15.0,premium,55500000,1.0,1.5,2.7,4
429,For Rent,Maisonette,Kitisuru,Nairobi,4,3,2,190,0.438,1995,0,Excellent,Unfurnished,1,0,0,1,1,1,1,15.0,premium,278000,1.0,1.5,2.7,4
430,For Sale,Townhouse,Langata,Nairobi,3,2,1,116,,2009,0,New,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,11050000,0.9,1.4,3.8,3
431,For Rent,Apartment,Langata,Nairobi,3,3,2,75,,2002,11,Good,Unfurnished,0,0,0,0,1,0,0,10.0,mid,77000,0.9,1.4,3.8,3
432,For Rent,Apartment,Langata,Nairobi,2,1,1,94,,2009,9,New,Furnished,0,0,0,0,0,0,0,10.0,mid,50000,0.9,1.4,3.8,3
433,For Sale,Bungalow,Langata,Nairobi,3,2,2,96,0.182,1999,0,Good,Semi-Furnished,0,0,0,0,1,1,0,10.0,mid,18250000,0.9,1.4,3.8,3
434,For Rent,Townhouse,Langata,Nairobi,3,3,1,105,,1994,0,Excellent,Unfurnished,0,0,1,0,1,0,0,10.0,mid,57000,0.9,1.4,3.8,3
435,For Sale,Bungalow,Langata,Nairobi,3,2,1,118,0.221,2020,0,Good,Unfurnished,0,0,1,0,1,1,0,10.0,mid,18500000,0.9,1.4,3.8,3
436,For Rent,Bungalow,Langata,Nairobi,3,2,2,137,0.082,2007,0,New,Furnished,0,0,0,0,1,1,0,10.0,mid,78000,0.9,1.4,3.8,3
437,For Rent,Apartment,Langata,Nairobi,1,1,2,70,,2005,0,New,Furnished,0,0,0,0,1,0,0,10.0,mid,88000,0.9,1.4,3.8,3
438,For Sale,Apartment,Langata,Nairobi,2,1,2,68,,2015,1,Excellent,Furnished,0,0,1,0,1,0,0,10.0,mid,22550000,0.9,1.4,3.8,3
439,For Rent,Apartment,Langata,Nairobi,2,1,2,99,,1995,3,New,Unfurnished,0,0,0,0,1,0,0,10.0,mid,83000,0.9,1.4,3.8,3
440,For Rent,Bungalow,Langata,Nairobi,3,3,3,116,1.529,2016,0,New,Semi-Furnished,0,0,1,0,1,1,0,10.0,mid,106000,0.9,1.4,3.8,3
441,For Rent,Apartment,Langata,Nairobi,1,1,1,82,,2024,9,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,56000,0.9,1.4,3.8,3
442,For Sale,Apartment,Langata,Nairobi,2,1,0,107,,2007,6,Good,Unfurnished,0,0,1,0,0,0,0,10.0,mid,10650000,0.9,1.4,3.8,3
443,For Sale,Apartment,Langata,Nairobi,1,1,2,84,,2022,8,New,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,11950000,0.9,1.4,3.8,3
444,For Rent,Apartment,Langata,Nairobi,3,2,1,172,,2001,1,New,Unfurnished,0,0,0,0,1,0,0,10.0,mid,53000,0.9,1.4,3.8,3
445,For Rent,Bungalow,Langata,Nairobi,4,3,1,100,0.551,2007,0,New,Semi-Furnished,0,0,0,0,1,1,0,10.0,mid,138000,0.9,1.4,3.8,3
446,For Sale,Apartment,Langata,Nairobi,2,2,1,86,,2002,15,Fair,Furnished,0,0,1,0,1,0,0,10.0,mid,14500000,0.9,1.4,3.8,3
447,For Rent,Apartment,Langata,Nairobi,2,2,2,84,,2007,6,New,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,50000,0.9,1.4,3.8,3
448,For Rent,Apartment,Langata,Nairobi,2,2,1,131,,1994,4,Excellent,Unfurnished,0,0,1,0,1,0,0,10.0,mid,83000,0.9,1.4,3.8,3
449,For Sale,Apartment,Langata,Nairobi,1,1,2,72,,2023,1,Good,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,11100000,0.9,1.4,3.8,3
450,For Sale,Townhouse,Langata,Nairobi,3,2,1,112,,2012,0,Fair,Unfurnished,0,0,0,0,1,0,0,10.0,mid,6400000,0.9,1.4,3.8,3
451,For Rent,Bungalow,Langata,Nairobi,5,4,2,239,0.261,2009,0,New,Unfurnished,0,0,1,0,1,1,0,10.0,mid,69000,0.9,1.4,3.8,3
452,For Sale,Townhouse,Langata,Nairobi,5,5,3,189,,2003,0,Fair,Furnished,0,0,0,0,1,0,0,10.0,mid,12050000,0.9,1.4,3.8,3
453,For Rent,Bungalow,Langata,Nairobi,4,3,2,144,1.518,2010,0,Excellent,Furnished,0,0,1,0,1,1,0,10.0,mid,67000,0.9,1.4,3.8,3
454,For Sale,Apartment,Langata,Nairobi,2,1,0,124,,2014,13,Good,Furnished,0,0,0,0,1,0,0,10.0,mid,16700000,0.9,1.4,3.8,3
455,For Sale,Bungalow,Langata,Nairobi,3,2,3,108,0.173,1993,0,Good,Unfurnished,0,0,0,0,1,1,0,10.0,mid,22000000,0.9,1.4,3.8,3
456,For Sale,Apartment,Langata,Nairobi,1,1,1,116,,2001,4,Excellent,Semi-Furnished,0,0,0,0,1,0,0,10.0,mid,19050000,0.9,1.4,3.8,3
457,For Rent,Apartment,Langata,Nairobi,1,1,1,68,,2020,11,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,93000,0.9,1.4,3.8,3
458,For Rent,Townhouse,Langata,Nairobi,3,2,3,135,,1997,0,New,Unfurnished,0,0,0,0,1,0,0,10.0,mid,66000,0.9,1.4,3.8,3
459,For Sale,Apartment,Langata,Nairobi,1,1,1,68,,1993,13,Fair,Semi-Furnished,0,0,1,0,1,0,0,10.0,mid,11450000,0.9,1.4,3.8,3
460,For Rent,Apartment,Langata,Nairobi,1,1,1,55,,1994,10,New,Furnished,0,0,0,0,1,0,0,10.0,mid,64000,0.9,1.4,3.8,3
461,For Rent,Bungalow,Langata,Nairobi,3,3,2,124,1.064,2018,0,New,Semi-Furnished,0,0,1,0,1,1,0,10.0,mid,90000,0.9,1.4,3.8,3
462,For Sale,Apartment,Langata,Nairobi,1,1,0,73,,1999,7,New,Unfurnished,0,0,0,0,0,0,0,10.0,mid,15600000,0.9,1.4,3.8,3
463,For Sale,Bungalow,Langata,Nairobi,4,4,3,137,0.181,2017,0,Good,Semi-Furnished,0,0,1,0,1,1,0,10.0,mid,18000000,0.9,1.4,3.8,3
464,For Sale,Townhouse,Langata,Nairobi,4,3,3,196,,2021,0,Excellent,Unfurnished,0,0,0,0,0,0,0,10.0,mid,13500000,0.9,1.4,3.8,3
465,For Sale,Apartment,Langata,Nairobi,3,3,2,124,,1994,11,New,Unfurnished,0,0,1,0,1,0,0,10.0,mid,20750000,0.9,1.4,3.8,3
466,For Sale,Apartment,Lavington,Nairobi,1,1,1,48,,2010,7,New,Unfurnished,0,1,1,0,1,0,1,5.5,upper_mid,37150000,0.4,0.7,2.6,5
467,For Sale,Apartment,Lavington,Nairobi,1,1,2,45,,2009,0,New,Unfurnished,1,1,0,0,0,0,1,5.5,upper_mid,32950000,0.4,0.7,2.6,5
468,For Sale,Apartment,Lavington,Nairobi,2,2,0,35,,1997,5,New,Semi-Furnished,0,1,1,1,0,0,1,5.5,upper_mid,41750000,0.4,0.7,2.6,5
469,For Rent,Apartment,Lavington,Nairobi,3,2,2,153,,1991,1,Excellent,Semi-Furnished,1,0,0,1,1,0,0,5.5,upper_mid,195000,0.4,0.7,2.6,5
470,For Rent,Apartment,Lavington,Nairobi,2,2,1,147,,1998,0,Good,Furnished,1,0,1,0,1,0,0,5.5,upper_mid,223000,0.4,0.7,2.6,5
471,For Rent,Apartment,Lavington,Nairobi,1,1,1,37,,2019,0,Good,Semi-Furnished,0,0,0,1,1,0,1,5.5,upper_mid,199000,0.4,0.7,2.6,5
472,For Sale,Apartment,Lavington,Nairobi,1,1,2,79,,2013,12,Excellent,Unfurnished,0,0,0,1,1,0,0,5.5,upper_mid,26000000,0.4,0.7,2.6,5
473,For Sale,Townhouse,Lavington,Nairobi,4,4,3,115,,1996,0,Excellent,Furnished,0,1,0,1,1,0,1,5.5,upper_mid,36150000,0.4,0.7,2.6,5
474,For Rent,Townhouse,Lavington,Nairobi,5,4,3,208,,1998,0,Excellent,Furnished,0,1,1,1,1,0,1,5.5,upper_mid,235000,0.4,0.7,2.6,5
475,For Rent,Apartment,Lavington,Nairobi,4,3,2,178,,2017,10,Good,Semi-Furnished,0,0,0,0,1,0,1,5.5,upper_mid,156000,0.4,0.7,2.6,5
476,For Rent,Apartment,Lavington,Nairobi,1,1,2,64,,2008,5,Fair,Unfurnished,0,0,0,1,1,0,1,5.5,upper_mid,156000,0.4,0.7,2.6,5
477,For Rent,Apartment,Lavington,Nairobi,3,2,1,136,,2021,3,New,Semi-Furnished,0,1,0,1,1,0,0,5.5,upper_mid,183000,0.4,0.7,2.6,5
478,For Sale,Apartment,Lavington,Nairobi,1,1,1,70,,2023,0,Excellent,Unfurnished,0,1,0,1,1,0,1,5.5,upper_mid,51500000,0.4,0.7,2.6,5
479,For Rent,Apartment,Lavington,Nairobi,2,1,2,130,,2002,9,Good,Unfurnished,0,1,0,1,1,0,0,5.5,upper_mid,119000,0.4,0.7,2.6,5
480,For Sale,Maisonette,Lavington,Nairobi,4,4,3,179,0.262,2023,0,New,Semi-Furnished,0,0,0,0,1,1,1,5.5,upper_mid,68400000,0.4,0.7,2.6,5
481,For Rent,Apartment,Lavington,Nairobi,4,4,1,161,,2022,7,Excellent,Semi-Furnished,0,0,1,1,1,0,0,5.5,upper_mid,199000,0.4,0.7,2.6,5
482,For Rent,Apartment,Lavington,Nairobi,1,1,1,49,,1999,3,Good,Furnished,1,1,1,1,1,0,1,5.5,upper_mid,151000,0.4,0.7,2.6,5
483,For Rent,Apartment,Lavington,Nairobi,2,1,2,118,,2011,8,Excellent,Semi-Furnished,0,1,1,1,1,0,1,5.5,upper_mid,167000,0.4,0.7,2.6,5
484,For Rent,Townhouse,Lavington,Nairobi,3,3,2,114,,2007,0,Excellent,Unfurnished,0,0,1,0,0,0,1,5.5,upper_mid,244000,0.4,0.7,2.6,5
485,For Rent,Apartment,Lavington,Nairobi,3,2,2,141,,2002,3,New,Semi-Furnished,0,0,1,1,1,0,1,5.5,upper_mid,245000,0.4,0.7,2.6,5
486,For Rent,Apartment,Lavington,Nairobi,3,2,1,141,,2014,7,New,Semi-Furnished,1,0,1,0,1,0,1,5.5,upper_mid,181000,0.4,0.7,2.6,5
487,For Rent,Maisonette,Lavington,Nairobi,5,4,2,157,0.228,2018,0,Good,Unfurnished,0,0,1,1,1,1,1,5.5,upper_mid,152000,0.4,0.7,2.6,5
488,For Rent,Apartment,Lavington,Nairobi,3,3,2,164,,2008,8,Excellent,Furnished,1,0,1,1,1,0,1,5.5,upper_mid,169000,0.4,0.7,2.6,5
489,For Sale,Townhouse,Lavington,Nairobi,4,4,2,195,,1994,0,Excellent,Furnished,1,1,0,1,1,0,1,5.5,upper_mid,63400000,0.4,0.7,2.6,5
490,For Rent,Townhouse,Lavington,Nairobi,4,4,2,129,,1990,0,Excellent,Unfurnished,1,0,0,1,1,0,1,5.5,upper_mid,199000,0.4,0.7,2.6,5
491,For Rent,Maisonette,Lavington,Nairobi,4,3,2,169,0.2,1998,0,Excellent,Unfurnished,1,1,1,1,0,1,1,5.5,upper_mid,157000,0.4,0.7,2.6,5
492,For Sale,Apartment,Lavington,Nairobi,2,1,0,67,,2008,8,Excellent,Semi-Furnished,1,1,0,1,1,0,0,5.5,upper_mid,27300000,0.4,0.7,2.6,5
493,For Rent,Apartment,Lavington,Nairobi,1,1,2,77,,2014,3,Excellent,Semi-Furnished,1,0,1,1,1,0,1,5.5,upper_mid,152000,0.4,0.7,2.6,5
494,For Sale,Apartment,Lavington,Nairobi,4,3,1,128,,1995,0,New,Furnished,0,1,1,0,1,0,0,5.5,upper_mid,42550000,0.4,0.7,2.6,5
495,For Rent,Apartment,Lavington,Nairobi,1,1,1,62,,2008,15,Fair,Unfurnished,0,0,1,1,0,0,1,5.5,upper_mid,78000,0.4,0.7,2.6,5
496,For Rent,Apartment,Lavington,Nairobi,1,1,1,62,,2010,12,New,Semi-Furnished,1,0,0,1,1,0,1,5.5,upper_mid,131000,0.4,0.7,2.6,5
497,For Sale,Maisonette,Lavington,Nairobi,4,3,2,282,0.425,2010,0,New,Semi-Furnished,0,0,1,0,1,1,1,5.5,upper_mid,53000000,0.4,0.7,2.6,5
498,For Sale,Apartment,Lavington,Nairobi,2,1,1,76,,2011,11,Excellent,Unfurnished,0,1,0,1,1,0,1,5.5,upper_mid,16900000,0.4,0.7,2.6,5
499,For Sale,Apartment,Lavington,Nairobi,1,1,2,28,,2004,2,Good,Furnished,0,1,1,1,1,0,1,5.5,upper_mid,21800000,0.4,0.7,2.6,5
500,For Rent,Apartment,Lavington,Nairobi,3,2,2,173,,2000,6,Fair,Semi-Furnished,0,1,1,1,1,0,0,5.5,upper_mid,253000,0.4,0.7,2.6,5
501,For Rent,Apartment,Lavington,Nairobi,4,3,2,190,,2002,15,Good,Semi-Furnished,1,0,0,1,1,0,1,5.5,upper_mid,298000,0.4,0.7,2.6,5
502,For Rent,Townhouse,Lavington,Nairobi,5,4,2,156,,2009,0,Good,Furnished,1,1,0,0,1,0,1,5.5,upper_mid,210000,0.4,0.7,2.6,5
503,For Sale,Apartment,Lavington,Nairobi,4,3,0,212,,2008,1,New,Furnished,0,0,0,1,1,0,1,5.5,upper_mid,49800000,0.4,0.7,2.6,5
504,For Rent,Apartment,Lavington,Nairobi,1,1,1,56,,2000,6,Excellent,Unfurnished,1,0,1,0,0,0,1,5.5,upper_mid,98000,0.4,0.7,2.6,5
505,For Sale,Apartment,Lavington,Nairobi,2,1,2,114,,2005,11,Fair,Semi-Furnished,0,0,0,1,1,0,0,5.5,upper_mid,19000000,0.4,0.7,2.6,5
506,For Rent,Apartment,Lavington,Nairobi,2,2,2,117,,2016,12,Excellent,Unfurnished,1,0,0,1,1,0,1,5.5,upper_mid,142000,0.4,0.7,2.6,5
507,For Sale,Apartment,Lavington,Nairobi,2,1,0,77,,2015,11,Good,Semi-Furnished,0,1,0,1,1,0,1,5.5,upper_mid,33200000,0.4,0.7,2.6,5
508,For Rent,Villa,Muthaiga,Nairobi,5,4,3,132,0.973,1996,0,Good,Furnished,1,1,0,1,1,1,0,10.0,premium,401000,0.8,1.2,2.5,5
509,For Sale,Maisonette,Muthaiga,Nairobi,4,3,3,165,0.525,2011,0,Excellent,Unfurnished,1,0,1,0,1,1,1,10.0,premium,107850000,0.8,1.2,2.5,5
510,For Sale,Bungalow,Muthaiga,Nairobi,3,3,3,104,1.497,2011,0,New,Unfurnished,0,1,0,0,1,1,1,10.0,premium,1500000,0.8,1.2,2.5,5
511,For Rent,Villa,Muthaiga,Nairobi,5,5,1,239,0.204,1993,0,Excellent,Semi-Furnished,0,0,0,0,1,1,1,10.0,premium,247000,0.8,1.2,2.5,5
512,For Rent,Townhouse,Muthaiga,Nairobi,4,4,1,164,,2022,0,Excellent,Semi-Furnished,1,1,0,1,1,0,1,10.0,premium,262000,0.8,1.2,2.5,5
513,For Rent,Maisonette,Muthaiga,Nairobi,4,3,1,65,0.085,2017,0,Good,Unfurnished,1,0,0,1,1,1,1,10.0,premium,343000,0.8,1.2,2.5,5
514,For Sale,Bungalow,Muthaiga,Nairobi,5,4,2,218,0.142,2006,0,New,Furnished,1,0,0,1,0,1,0,10.0,premium,87250000,0.8,1.2,2.5,5
515,For Sale,Townhouse,Muthaiga,Nairobi,3,2,2,123,,2023,0,Excellent,Unfurnished,0,1,0,1,1,0,1,10.0,premium,70650000,0.8,1.2,2.5,5
516,For Sale,Villa,Muthaiga,Nairobi,5,4,3,92,0.262,2020,0,New,Semi-Furnished,0,0,1,0,1,1,1,10.0,premium,118300000,0.8,1.2,2.5,5
517,For Sale,Villa,Muthaiga,Nairobi,6,5,1,260,0.229,2020,0,Excellent,Furnished,0,0,0,1,1,1,1,10.0,premium,129350000,0.8,1.2,2.5,5
518,For Rent,Bungalow,Muthaiga,Nairobi,5,4,2,204,1.01,2019,0,Fair,Unfurnished,1,1,0,1,0,1,1,10.0,premium,313000,0.8,1.2,2.5,5
519,For Sale,Bungalow,Muthaiga,Nairobi,4,4,3,82,0.335,2008,0,Excellent,Unfurnished,0,1,1,0,0,1,1,10.0,premium,78400000,0.8,1.2,2.5,5
520,For Sale,Townhouse,Muthaiga,Nairobi,3,2,2,141,,2000,0,Excellent,Furnished,0,1,1,1,1,0,0,10.0,premium,53050000,0.8,1.2,2.5,5
521,For Sale,Bungalow,Muthaiga,Nairobi,4,4,3,103,0.464,2023,0,New,Semi-Furnished,0,1,0,1,0,1,0,10.0,premium,75600000,0.8,1.2,2.5,5
522,For Sale,Townhouse,Muthaiga,Nairobi,5,4,3,223,,2011,0,New,Semi-Furnished,1,0,1,0,1,0,1,10.0,premium,49300000,0.8,1.2,2.5,5
523,For Sale,Bungalow,Muthaiga,Nairobi,4,4,2,142,0.478,1992,0,Good,Unfurnished,1,0,0,1,1,1,1,10.0,premium,17950000,0.8,1.2,2.5,5
524,For Sale,Villa,Muthaiga,Nairobi,5,4,3,265,0.527,1994,0,New,Unfurnished,1,0,1,0,0,1,0,10.0,premium,84850000,0.8,1.2,2.5,5
525,For Sale,Bungalow,Muthaiga,Nairobi,3,2,3,126,1.415,1995,0,Good,Unfurnished,1,0,1,0,1,1,1,10.0,premium,65800000,0.8,1.2,2.5,5
526,For Sale,Maisonette,Muthaiga,Nairobi,4,3,2,193,0.261,2007,0,Good,Unfurnished,0,0,0,0,1,1,0,10.0,premium,119050000,0.8,1.2,2.5,5
527,For Sale,Villa,Muthaiga,Nairobi,5,4,1,191,0.515,2022,0,New,Unfurnished,1,0,0,0,1,1,1,10.0,premium,126450000,0.8,1.2,2.5,5
528,For Rent,Villa,Muthaiga,Nairobi,6,5,1,284,1.033,2020,0,New,Semi-Furnished,0,0,1,0,1,1,1,10.0,premium,498000,0.8,1.2,2.5,5
529,For Rent,Bungalow,Muthaiga,Nairobi,5,4,3,260,0.978,2016,0,New,Furnished,0,1,1,1,0,1,0,10.0,premium,515000,0.8,1.2,2.5,5
530,For Sale,Bungalow,Muthaiga,Nairobi,4,3,2,181,0.525,2021,0,Excellent,Furnished,0,0,0,1,1,1,1,10.0,premium,29550000,0.8,1.2,2.5,5
531,For Rent,Bungalow,Muthaiga,Nairobi,4,3,3,171,0.285,2010,0,New,Furnished,0,0,1,1,1,1,1,10.0,premium,381000,0.8,1.2,2.5,5
532,For Rent,Townhouse,Muthaiga,Nairobi,5,4,3,241,,2022,0,Fair,Semi-Furnished,1,0,1,1,0,0,0,10.0,premium,328000,0.8,1.2,2.5,5
533,For Rent,Townhouse,Muthaiga,Nairobi,4,3,3,180,,2021,0,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,premium,501000,0.8,1.2,2.5,5
534,For Sale,Bungalow,Muthaiga,Nairobi,3,3,2,118,0.54,1998,0,Excellent,Semi-Furnished,1,0,1,1,1,1,1,10.0,premium,45300000,0.8,1.2,2.5,5
535,For Rent,Townhouse,Muthaiga,Nairobi,4,4,2,218,,2024,0,Good,Semi-Furnished,0,0,1,0,1,0,0,10.0,premium,232000,0.8,1.2,2.5,5
536,For Sale,Villa,Muthaiga,Nairobi,5,4,3,137,0.241,2003,0,Good,Furnished,0,0,0,1,1,1,1,10.0,premium,116400000,0.8,1.2,2.5,5
537,For Sale,Townhouse,Muthaiga,Nairobi,4,4,3,241,,2006,0,Good,Furnished,0,1,0,1,0,0,0,10.0,premium,85700000,0.8,1.2,2.5,5
538,For Sale,Bungalow,Muthaiga,Nairobi,4,4,1,217,0.197,2010,0,Good,Furnished,0,1,1,1,1,1,0,10.0,premium,71650000,0.8,1.2,2.5,5
539,For Rent,Maisonette,Muthaiga,Nairobi,4,4,2,241,1.567,1995,0,Fair,Furnished,1,1,1,1,1,1,1,10.0,premium,243000,0.8,1.2,2.5,5
540,For Sale,Bungalow,Muthaiga,Nairobi,4,3,1,169,0.491,2020,0,Excellent,Unfurnished,0,0,1,0,0,1,1,10.0,premium,85400000,0.8,1.2,2.5,5
541,For Rent,Bungalow,Muthaiga,Nairobi,3,3,3,153,0.527,2014,0,New,Unfurnished,1,1,0,0,1,1,1,10.0,premium,257000,0.8,1.2,2.5,5
542,For Sale,Townhouse,Muthaiga,Nairobi,5,4,1,90,,2004,0,New,Furnished,0,0,0,1,1,0,0,10.0,premium,69850000,0.8,1.2,2.5,5
543,For Sale,Villa,Muthaiga,Nairobi,5,4,1,281,0.348,2007,0,New,Furnished,1,0,1,1,0,1,0,10.0,premium,109650000,0.8,1.2,2.5,5
544,For Sale,Bungalow,Ngong,Nairobi,4,3,2,141,1.0,2004,0,Excellent,Unfurnished,0,0,0,0,1,1,0,23.0,affordable,7050000,2.2,3.0,5.3,2
545,For Rent,Bungalow,Ngong,Nairobi,1,1,2,50,0.267,2015,0,Excellent,Unfurnished,0,0,1,0,1,1,1,23.0,affordable,16000,2.2,3.0,5.3,2
546,For Sale,Apartment,Ngong,Nairobi,2,1,0,85,,1996,5,Excellent,Furnished,0,0,1,0,1,0,0,23.0,affordable,6750000,2.2,3.0,5.3,2
547,For Sale,Bungalow,Ngong,Nairobi,3,2,2,146,0.178,2017,0,Fair,Unfurnished,0,0,0,0,1,1,1,23.0,affordable,7600000,2.2,3.0,5.3,2
548,For Sale,Bungalow,Ngong,Nairobi,3,2,2,74,0.345,2023,0,Excellent,Unfurnished,0,0,1,0,1,1,1,23.0,affordable,5850000,2.2,3.0,5.3,2
549,For Sale,Townhouse,Ngong,Nairobi,3,2,2,297,,2008,0,Fair,Semi-Furnished,0,0,1,0,0,0,0,23.0,affordable,11200000,2.2,3.0,5.3,2
550,For Rent,Apartment,Ngong,Nairobi,4,3,1,138,,2005,2,New,Semi-Furnished,0,0,0,0,1,0,0,23.0,affordable,34000,2.2,3.0,5.3,2
551,For Rent,Townhouse,Ngong,Nairobi,1,1,2,72,,2024,0,New,Semi-Furnished,0,0,0,0,1,0,1,23.0,affordable,41000,2.2,3.0,5.3,2
552,For Sale,Bungalow,Ngong,Nairobi,3,2,1,156,0.475,1996,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,23.0,affordable,7850000,2.2,3.0,5.3,2
553,For Rent,Apartment,Ngong,Nairobi,2,1,1,97,,2004,4,Fair,Semi-Furnished,0,0,0,0,1,0,1,23.0,affordable,30000,2.2,3.0,5.3,2
554,For Rent,Apartment,Ngong,Nairobi,4,3,2,200,,2019,7,Good,Semi-Furnished,0,0,1,0,1,0,0,23.0,affordable,45000,2.2,3.0,5.3,2
555,For Rent,Townhouse,Ngong,Nairobi,1,1,2,75,,2017,0,Excellent,Semi-Furnished,0,0,0,0,0,0,0,23.0,affordable,19000,2.2,3.0,5.3,2
556,For Sale,Townhouse,Ngong,Nairobi,3,2,2,106,,1998,0,New,Unfurnished,0,0,1,0,1,0,0,23.0,affordable,7100000,2.2,3.0,5.3,2
557,For Rent,Townhouse,Ngong,Nairobi,2,1,2,102,,2016,0,Good,Unfurnished,0,0,1,0,1,0,1,23.0,affordable,23000,2.2,3.0,5.3,2
558,For Rent,Apartment,Ngong,Nairobi,4,4,1,203,,2023,0,Fair,Unfurnished,0,0,0,0,1,0,0,23.0,affordable,27000,2.2,3.0,5.3,2
